path,label
battery/battery456.jpg,battery
white-glass/white-glass338.jpg,white-glass
clothes/clothes2702.jpg,clothes
clothes/clothes4018.jpg,clothes
plastic/plastic77.jpg,plastic
biological/biological272.jpg,biological
trash/trash385.jpg,trash
paper/paper956.jpg,paper
biological/biological188.jpg,biological
clothes/clothes676.jpg,clothes
green-glass/green-glass276.jpg,green-glass
clothes/clothes4703.jpg,clothes
brown-glass/brown-glass314.jpg,brown-glass
biological/biological769.jpg,biological
clothes/clothes241.jpg,clothes
cardboard/cardboard759.jpg,cardboard
clothes/clothes4757.jpg,clothes
green-glass/green-glass405.jpg,green-glass
clothes/clothes540.jpg,clothes
plastic/plastic191.jpg,plastic
brown-glass/brown-glass309.jpg,brown-glass
clothes/clothes1814.jpg,clothes
plastic/plastic104.jpg,plastic
biological/biological581.jpg,biological
paper/paper614.jpg,paper
clothes/clothes3520.jpg,clothes
plastic/plastic491.jpg,plastic
white-glass/white-glass314.jpg,white-glass
battery/battery251.jpg,battery
battery/battery891.jpg,battery
clothes/clothes1768.jpg,clothes
clothes/clothes4630.jpg,clothes
biological/biological577.jpg,biological
cardboard/cardboard86.jpg,cardboard
clothes/clothes4026.jpg,clothes
white-glass/white-glass51.jpg,white-glass
shoes/shoes747.jpg,shoes
biological/biological705.jpg,biological
brown-glass/brown-glass300.jpg,brown-glass
plastic/plastic254.jpg,plastic
clothes/clothes244.jpg,clothes
clothes/clothes2316.jpg,clothes
paper/paper922.jpg,paper
brown-glass/brown-glass248.jpg,brown-glass
clothes/clothes4667.jpg,clothes
clothes/clothes6.jpg,clothes
shoes/shoes120.jpg,shoes
clothes/clothes4322.jpg,clothes
clothes/clothes2113.jpg,clothes
battery/battery100.jpg,battery
brown-glass/brown-glass196.jpg,brown-glass
shoes/shoes640.jpg,shoes
paper/paper168.jpg,paper
trash/trash208.jpg,trash
biological/biological717.jpg,biological
metal/metal32.jpg,metal
clothes/clothes3672.jpg,clothes
cardboard/cardboard446.jpg,cardboard
clothes/clothes3157.jpg,clothes
clothes/clothes366.jpg,clothes
clothes/clothes1882.jpg,clothes
clothes/clothes3917.jpg,clothes
clothes/clothes1616.jpg,clothes
clothes/clothes2238.jpg,clothes
clothes/clothes1783.jpg,clothes
clothes/clothes2041.jpg,clothes
clothes/clothes412.jpg,clothes
clothes/clothes3579.jpg,clothes
plastic/plastic382.jpg,plastic
plastic/plastic358.jpg,plastic
clothes/clothes4627.jpg,clothes
clothes/clothes1935.jpg,clothes
clothes/clothes4938.jpg,clothes
brown-glass/brown-glass455.jpg,brown-glass
shoes/shoes581.jpg,shoes
biological/biological400.jpg,biological
plastic/plastic860.jpg,plastic
white-glass/white-glass528.jpg,white-glass
biological/biological495.jpg,biological
metal/metal46.jpg,metal
metal/metal214.jpg,metal
shoes/shoes1563.jpg,shoes
clothes/clothes565.jpg,clothes
clothes/clothes3225.jpg,clothes
clothes/clothes3512.jpg,clothes
clothes/clothes2.jpg,clothes
battery/battery718.jpg,battery
biological/biological604.jpg,biological
cardboard/cardboard126.jpg,cardboard
shoes/shoes668.jpg,shoes
biological/biological338.jpg,biological
paper/paper886.jpg,paper
battery/battery672.jpg,battery
shoes/shoes68.jpg,shoes
clothes/clothes2849.jpg,clothes
clothes/clothes242.jpg,clothes
trash/trash486.jpg,trash
shoes/shoes1087.jpg,shoes
clothes/clothes1747.jpg,clothes
clothes/clothes4362.jpg,clothes
cardboard/cardboard838.jpg,cardboard
plastic/plastic49.jpg,plastic
trash/trash617.jpg,trash
brown-glass/brown-glass404.jpg,brown-glass
clothes/clothes1105.jpg,clothes
biological/biological125.jpg,biological
paper/paper763.jpg,paper
paper/paper191.jpg,paper
cardboard/cardboard394.jpg,cardboard
brown-glass/brown-glass580.jpg,brown-glass
white-glass/white-glass349.jpg,white-glass
clothes/clothes2484.jpg,clothes
green-glass/green-glass581.jpg,green-glass
clothes/clothes3729.jpg,clothes
shoes/shoes26.jpg,shoes
biological/biological630.jpg,biological
battery/battery901.jpg,battery
clothes/clothes2381.jpg,clothes
cardboard/cardboard270.jpg,cardboard
white-glass/white-glass414.jpg,white-glass
clothes/clothes999.jpg,clothes
white-glass/white-glass156.jpg,white-glass
clothes/clothes1678.jpg,clothes
trash/trash694.jpg,trash
clothes/clothes4318.jpg,clothes
trash/trash430.jpg,trash
paper/paper683.jpg,paper
shoes/shoes14.jpg,shoes
metal/metal197.jpg,metal
white-glass/white-glass214.jpg,white-glass
clothes/clothes808.jpg,clothes
shoes/shoes1614.jpg,shoes
battery/battery29.jpg,battery
shoes/shoes1225.jpg,shoes
metal/metal301.jpg,metal
clothes/clothes1866.jpg,clothes
paper/paper701.jpg,paper
clothes/clothes3569.jpg,clothes
clothes/clothes4032.jpg,clothes
clothes/clothes1585.jpg,clothes
battery/battery897.jpg,battery
trash/trash318.jpg,trash
clothes/clothes4643.jpg,clothes
white-glass/white-glass726.jpg,white-glass
paper/paper1049.jpg,paper
white-glass/white-glass600.jpg,white-glass
clothes/clothes465.jpg,clothes
biological/biological249.jpg,biological
biological/biological314.jpg,biological
clothes/clothes3535.jpg,clothes
clothes/clothes3011.jpg,clothes
clothes/clothes3769.jpg,clothes
battery/battery893.jpg,battery
white-glass/white-glass477.jpg,white-glass
clothes/clothes3999.jpg,clothes
white-glass/white-glass635.jpg,white-glass
biological/biological255.jpg,biological
shoes/shoes224.jpg,shoes
plastic/plastic231.jpg,plastic
brown-glass/brown-glass303.jpg,brown-glass
shoes/shoes1847.jpg,shoes
clothes/clothes5093.jpg,clothes
plastic/plastic123.jpg,plastic
trash/trash147.jpg,trash
clothes/clothes430.jpg,clothes
metal/metal565.jpg,metal
battery/battery757.jpg,battery
shoes/shoes713.jpg,shoes
clothes/clothes4167.jpg,clothes
clothes/clothes3373.jpg,clothes
white-glass/white-glass186.jpg,white-glass
metal/metal367.jpg,metal
white-glass/white-glass512.jpg,white-glass
clothes/clothes2699.jpg,clothes
cardboard/cardboard635.jpg,cardboard
white-glass/white-glass496.jpg,white-glass
shoes/shoes383.jpg,shoes
green-glass/green-glass455.jpg,green-glass
paper/paper482.jpg,paper
trash/trash368.jpg,trash
biological/biological33.jpg,biological
clothes/clothes218.jpg,clothes
clothes/clothes4528.jpg,clothes
white-glass/white-glass159.jpg,white-glass
shoes/shoes1609.jpg,shoes
clothes/clothes3635.jpg,clothes
shoes/shoes1538.jpg,shoes
trash/trash39.jpg,trash
clothes/clothes3723.jpg,clothes
clothes/clothes2878.jpg,clothes
metal/metal769.jpg,metal
clothes/clothes2166.jpg,clothes
clothes/clothes1344.jpg,clothes
paper/paper69.jpg,paper
clothes/clothes3576.jpg,clothes
brown-glass/brown-glass513.jpg,brown-glass
brown-glass/brown-glass292.jpg,brown-glass
biological/biological440.jpg,biological
metal/metal579.jpg,metal
cardboard/cardboard345.jpg,cardboard
shoes/shoes1169.jpg,shoes
metal/metal480.jpg,metal
clothes/clothes696.jpg,clothes
shoes/shoes376.jpg,shoes
clothes/clothes807.jpg,clothes
shoes/shoes1517.jpg,shoes
biological/biological434.jpg,biological
paper/paper613.jpg,paper
shoes/shoes1771.jpg,shoes
biological/biological413.jpg,biological
brown-glass/brown-glass48.jpg,brown-glass
clothes/clothes1422.jpg,clothes
biological/biological22.jpg,biological
metal/metal404.jpg,metal
clothes/clothes653.jpg,clothes
clothes/clothes2141.jpg,clothes
clothes/clothes3452.jpg,clothes
shoes/shoes588.jpg,shoes
battery/battery475.jpg,battery
cardboard/cardboard118.jpg,cardboard
paper/paper176.jpg,paper
clothes/clothes5048.jpg,clothes
shoes/shoes1475.jpg,shoes
biological/biological84.jpg,biological
shoes/shoes1019.jpg,shoes
clothes/clothes2694.jpg,clothes
shoes/shoes1491.jpg,shoes
white-glass/white-glass120.jpg,white-glass
biological/biological294.jpg,biological
biological/biological271.jpg,biological
clothes/clothes4037.jpg,clothes
clothes/clothes2821.jpg,clothes
clothes/clothes4644.jpg,clothes
white-glass/white-glass80.jpg,white-glass
biological/biological736.jpg,biological
clothes/clothes4957.jpg,clothes
trash/trash211.jpg,trash
shoes/shoes1611.jpg,shoes
green-glass/green-glass201.jpg,green-glass
cardboard/cardboard823.jpg,cardboard
clothes/clothes267.jpg,clothes
clothes/clothes2770.jpg,clothes
green-glass/green-glass232.jpg,green-glass
shoes/shoes1345.jpg,shoes
trash/trash117.jpg,trash
shoes/shoes228.jpg,shoes
biological/biological220.jpg,biological
brown-glass/brown-glass26.jpg,brown-glass
trash/trash311.jpg,trash
metal/metal169.jpg,metal
brown-glass/brown-glass163.jpg,brown-glass
shoes/shoes833.jpg,shoes
cardboard/cardboard1.jpg,cardboard
green-glass/green-glass591.jpg,green-glass
clothes/clothes4099.jpg,clothes
clothes/clothes2394.jpg,clothes
shoes/shoes497.jpg,shoes
shoes/shoes1107.jpg,shoes
battery/battery761.jpg,battery
paper/paper1033.jpg,paper
clothes/clothes4403.jpg,clothes
shoes/shoes1679.jpg,shoes
cardboard/cardboard555.jpg,cardboard
clothes/clothes3448.jpg,clothes
plastic/plastic27.jpg,plastic
paper/paper1000.jpg,paper
metal/metal513.jpg,metal
brown-glass/brown-glass202.jpg,brown-glass
biological/biological141.jpg,biological
brown-glass/brown-glass344.jpg,brown-glass
metal/metal574.jpg,metal
cardboard/cardboard845.jpg,cardboard
clothes/clothes2232.jpg,clothes
plastic/plastic503.jpg,plastic
clothes/clothes1946.jpg,clothes
trash/trash578.jpg,trash
shoes/shoes182.jpg,shoes
cardboard/cardboard709.jpg,cardboard
plastic/plastic399.jpg,plastic
clothes/clothes3524.jpg,clothes
clothes/clothes4609.jpg,clothes
cardboard/cardboard523.jpg,cardboard
clothes/clothes2080.jpg,clothes
paper/paper899.jpg,paper
clothes/clothes4474.jpg,clothes
clothes/clothes2716.jpg,clothes
shoes/shoes1000.jpg,shoes
clothes/clothes4291.jpg,clothes
clothes/clothes2516.jpg,clothes
clothes/clothes4761.jpg,clothes
clothes/clothes2584.jpg,clothes
shoes/shoes1625.jpg,shoes
clothes/clothes2583.jpg,clothes
cardboard/cardboard860.jpg,cardboard
clothes/clothes5324.jpg,clothes
green-glass/green-glass79.jpg,green-glass
clothes/clothes4731.jpg,clothes
clothes/clothes724.jpg,clothes
shoes/shoes1560.jpg,shoes
shoes/shoes514.jpg,shoes
paper/paper391.jpg,paper
clothes/clothes2144.jpg,clothes
cardboard/cardboard279.jpg,cardboard
trash/trash134.jpg,trash
clothes/clothes4939.jpg,clothes
clothes/clothes4274.jpg,clothes
clothes/clothes2355.jpg,clothes
cardboard/cardboard806.jpg,cardboard
clothes/clothes4192.jpg,clothes
green-glass/green-glass466.jpg,green-glass
clothes/clothes2557.jpg,clothes
green-glass/green-glass411.jpg,green-glass
battery/battery670.jpg,battery
clothes/clothes2210.jpg,clothes
biological/biological195.jpg,biological
biological/biological403.jpg,biological
biological/biological850.jpg,biological
clothes/clothes1861.jpg,clothes
brown-glass/brown-glass108.jpg,brown-glass
trash/trash461.jpg,trash
clothes/clothes2001.jpg,clothes
biological/biological269.jpg,biological
clothes/clothes980.jpg,clothes
shoes/shoes1922.jpg,shoes
clothes/clothes3560.jpg,clothes
battery/battery873.jpg,battery
clothes/clothes3125.jpg,clothes
plastic/plastic765.jpg,plastic
paper/paper320.jpg,paper
clothes/clothes3823.jpg,clothes
shoes/shoes1722.jpg,shoes
clothes/clothes2566.jpg,clothes
clothes/clothes4900.jpg,clothes
white-glass/white-glass253.jpg,white-glass
paper/paper619.jpg,paper
clothes/clothes3443.jpg,clothes
shoes/shoes1100.jpg,shoes
cardboard/cardboard833.jpg,cardboard
shoes/shoes642.jpg,shoes
plastic/plastic618.jpg,plastic
paper/paper839.jpg,paper
white-glass/white-glass340.jpg,white-glass
clothes/clothes2063.jpg,clothes
white-glass/white-glass476.jpg,white-glass
shoes/shoes1790.jpg,shoes
green-glass/green-glass109.jpg,green-glass
metal/metal667.jpg,metal
paper/paper584.jpg,paper
clothes/clothes4176.jpg,clothes
clothes/clothes768.jpg,clothes
biological/biological935.jpg,biological
shoes/shoes1332.jpg,shoes
clothes/clothes191.jpg,clothes
biological/biological606.jpg,biological
cardboard/cardboard854.jpg,cardboard
shoes/shoes1072.jpg,shoes
clothes/clothes1078.jpg,clothes
shoes/shoes236.jpg,shoes
brown-glass/brown-glass424.jpg,brown-glass
battery/battery217.jpg,battery
biological/biological492.jpg,biological
brown-glass/brown-glass188.jpg,brown-glass
plastic/plastic37.jpg,plastic
shoes/shoes841.jpg,shoes
clothes/clothes5015.jpg,clothes
trash/trash532.jpg,trash
clothes/clothes1457.jpg,clothes
shoes/shoes1585.jpg,shoes
clothes/clothes3379.jpg,clothes
clothes/clothes5016.jpg,clothes
clothes/clothes1325.jpg,clothes
clothes/clothes4803.jpg,clothes
biological/biological248.jpg,biological
battery/battery802.jpg,battery
metal/metal662.jpg,metal
trash/trash109.jpg,trash
paper/paper348.jpg,paper
clothes/clothes2416.jpg,clothes
trash/trash512.jpg,trash
paper/paper118.jpg,paper
clothes/clothes4338.jpg,clothes
paper/paper963.jpg,paper
metal/metal724.jpg,metal
cardboard/cardboard234.jpg,cardboard
white-glass/white-glass646.jpg,white-glass
paper/paper49.jpg,paper
paper/paper187.jpg,paper
biological/biological946.jpg,biological
clothes/clothes3818.jpg,clothes
shoes/shoes450.jpg,shoes
brown-glass/brown-glass399.jpg,brown-glass
clothes/clothes2571.jpg,clothes
shoes/shoes1012.jpg,shoes
shoes/shoes1947.jpg,shoes
trash/trash472.jpg,trash
clothes/clothes4111.jpg,clothes
trash/trash128.jpg,trash
clothes/clothes3287.jpg,clothes
metal/metal609.jpg,metal
brown-glass/brown-glass601.jpg,brown-glass
clothes/clothes2418.jpg,clothes
paper/paper157.jpg,paper
shoes/shoes310.jpg,shoes
clothes/clothes909.jpg,clothes
green-glass/green-glass227.jpg,green-glass
clothes/clothes3209.jpg,clothes
clothes/clothes1934.jpg,clothes
clothes/clothes4052.jpg,clothes
shoes/shoes1863.jpg,shoes
paper/paper959.jpg,paper
plastic/plastic630.jpg,plastic
shoes/shoes1112.jpg,shoes
clothes/clothes3175.jpg,clothes
trash/trash585.jpg,trash
paper/paper1027.jpg,paper
cardboard/cardboard108.jpg,cardboard
clothes/clothes4987.jpg,clothes
brown-glass/brown-glass270.jpg,brown-glass
clothes/clothes1940.jpg,clothes
brown-glass/brown-glass523.jpg,brown-glass
clothes/clothes1750.jpg,clothes
clothes/clothes3498.jpg,clothes
clothes/clothes147.jpg,clothes
shoes/shoes1718.jpg,shoes
trash/trash143.jpg,trash
white-glass/white-glass462.jpg,white-glass
clothes/clothes3955.jpg,clothes
clothes/clothes3909.jpg,clothes
white-glass/white-glass751.jpg,white-glass
clothes/clothes5200.jpg,clothes
white-glass/white-glass224.jpg,white-glass
clothes/clothes1586.jpg,clothes
white-glass/white-glass657.jpg,white-glass
clothes/clothes4887.jpg,clothes
clothes/clothes2559.jpg,clothes
battery/battery152.jpg,battery
battery/battery522.jpg,battery
clothes/clothes3863.jpg,clothes
trash/trash74.jpg,trash
clothes/clothes641.jpg,clothes
clothes/clothes4107.jpg,clothes
shoes/shoes1280.jpg,shoes
trash/trash298.jpg,trash
trash/trash285.jpg,trash
brown-glass/brown-glass262.jpg,brown-glass
white-glass/white-glass709.jpg,white-glass
shoes/shoes1502.jpg,shoes
green-glass/green-glass143.jpg,green-glass
clothes/clothes353.jpg,clothes
green-glass/green-glass268.jpg,green-glass
biological/biological794.jpg,biological
clothes/clothes4413.jpg,clothes
clothes/clothes1518.jpg,clothes
clothes/clothes4683.jpg,clothes
metal/metal142.jpg,metal
battery/battery241.jpg,battery
paper/paper192.jpg,paper
shoes/shoes35.jpg,shoes
brown-glass/brown-glass17.jpg,brown-glass
clothes/clothes1527.jpg,clothes
white-glass/white-glass135.jpg,white-glass
paper/paper456.jpg,paper
biological/biological117.jpg,biological
battery/battery829.jpg,battery
clothes/clothes3445.jpg,clothes
metal/metal261.jpg,metal
cardboard/cardboard742.jpg,cardboard
clothes/clothes4142.jpg,clothes
clothes/clothes1823.jpg,clothes
brown-glass/brown-glass263.jpg,brown-glass
shoes/shoes1324.jpg,shoes
clothes/clothes5113.jpg,clothes
plastic/plastic139.jpg,plastic
plastic/plastic440.jpg,plastic
clothes/clothes5199.jpg,clothes
clothes/clothes2375.jpg,clothes
clothes/clothes631.jpg,clothes
clothes/clothes3796.jpg,clothes
paper/paper405.jpg,paper
clothes/clothes2326.jpg,clothes
green-glass/green-glass168.jpg,green-glass
biological/biological164.jpg,biological
paper/paper793.jpg,paper
clothes/clothes1091.jpg,clothes
clothes/clothes307.jpg,clothes
paper/paper340.jpg,paper
clothes/clothes647.jpg,clothes
trash/trash668.jpg,trash
clothes/clothes5099.jpg,clothes
clothes/clothes4970.jpg,clothes
clothes/clothes1216.jpg,clothes
white-glass/white-glass595.jpg,white-glass
cardboard/cardboard162.jpg,cardboard
clothes/clothes2061.jpg,clothes
shoes/shoes1599.jpg,shoes
clothes/clothes636.jpg,clothes
shoes/shoes1617.jpg,shoes
battery/battery406.jpg,battery
trash/trash533.jpg,trash
clothes/clothes1512.jpg,clothes
green-glass/green-glass153.jpg,green-glass
clothes/clothes2397.jpg,clothes
shoes/shoes989.jpg,shoes
clothes/clothes293.jpg,clothes
clothes/clothes4863.jpg,clothes
paper/paper509.jpg,paper
shoes/shoes1707.jpg,shoes
plastic/plastic656.jpg,plastic
trash/trash362.jpg,trash
paper/paper339.jpg,paper
plastic/plastic710.jpg,plastic
clothes/clothes4383.jpg,clothes
clothes/clothes2985.jpg,clothes
clothes/clothes2917.jpg,clothes
green-glass/green-glass623.jpg,green-glass
shoes/shoes269.jpg,shoes
shoes/shoes562.jpg,shoes
biological/biological42.jpg,biological
metal/metal350.jpg,metal
metal/metal195.jpg,metal
paper/paper877.jpg,paper
clothes/clothes1214.jpg,clothes
clothes/clothes4314.jpg,clothes
paper/paper374.jpg,paper
metal/metal405.jpg,metal
shoes/shoes1148.jpg,shoes
cardboard/cardboard642.jpg,cardboard
plastic/plastic275.jpg,plastic
clothes/clothes28.jpg,clothes
clothes/clothes5079.jpg,clothes
shoes/shoes875.jpg,shoes
clothes/clothes487.jpg,clothes
biological/biological658.jpg,biological
shoes/shoes1791.jpg,shoes
green-glass/green-glass427.jpg,green-glass
shoes/shoes1042.jpg,shoes
biological/biological617.jpg,biological
shoes/shoes1547.jpg,shoes
clothes/clothes488.jpg,clothes
clothes/clothes2368.jpg,clothes
green-glass/green-glass235.jpg,green-glass
clothes/clothes1662.jpg,clothes
clothes/clothes3656.jpg,clothes
plastic/plastic804.jpg,plastic
brown-glass/brown-glass499.jpg,brown-glass
plastic/plastic181.jpg,plastic
biological/biological523.jpg,biological
shoes/shoes1361.jpg,shoes
clothes/clothes2527.jpg,clothes
clothes/clothes1980.jpg,clothes
metal/metal34.jpg,metal
white-glass/white-glass195.jpg,white-glass
plastic/plastic425.jpg,plastic
clothes/clothes345.jpg,clothes
green-glass/green-glass431.jpg,green-glass
clothes/clothes3788.jpg,clothes
plastic/plastic149.jpg,plastic
battery/battery941.jpg,battery
clothes/clothes592.jpg,clothes
plastic/plastic355.jpg,plastic
clothes/clothes50.jpg,clothes
clothes/clothes1576.jpg,clothes
battery/battery2.jpg,battery
clothes/clothes4169.jpg,clothes
clothes/clothes563.jpg,clothes
biological/biological882.jpg,biological
white-glass/white-glass34.jpg,white-glass
clothes/clothes2963.jpg,clothes
battery/battery430.jpg,battery
clothes/clothes4774.jpg,clothes
cardboard/cardboard746.jpg,cardboard
clothes/clothes3035.jpg,clothes
trash/trash557.jpg,trash
plastic/plastic233.jpg,plastic
clothes/clothes2311.jpg,clothes
clothes/clothes3160.jpg,clothes
paper/paper568.jpg,paper
plastic/plastic835.jpg,plastic
plastic/plastic111.jpg,plastic
battery/battery564.jpg,battery
shoes/shoes8.jpg,shoes
cardboard/cardboard171.jpg,cardboard
battery/battery633.jpg,battery
clothes/clothes4676.jpg,clothes
cardboard/cardboard873.jpg,cardboard
shoes/shoes1274.jpg,shoes
clothes/clothes3540.jpg,clothes
white-glass/white-glass432.jpg,white-glass
battery/battery175.jpg,battery
plastic/plastic633.jpg,plastic
trash/trash115.jpg,trash
clothes/clothes2604.jpg,clothes
clothes/clothes525.jpg,clothes
clothes/clothes2013.jpg,clothes
cardboard/cardboard206.jpg,cardboard
clothes/clothes1689.jpg,clothes
clothes/clothes2547.jpg,clothes
clothes/clothes1780.jpg,clothes
green-glass/green-glass285.jpg,green-glass
clothes/clothes3816.jpg,clothes
trash/trash81.jpg,trash
clothes/clothes1130.jpg,clothes
trash/trash592.jpg,trash
brown-glass/brown-glass606.jpg,brown-glass
metal/metal406.jpg,metal
shoes/shoes734.jpg,shoes
clothes/clothes5308.jpg,clothes
clothes/clothes5156.jpg,clothes
clothes/clothes2277.jpg,clothes
clothes/clothes2818.jpg,clothes
clothes/clothes2445.jpg,clothes
clothes/clothes703.jpg,clothes
cardboard/cardboard159.jpg,cardboard
clothes/clothes1618.jpg,clothes
clothes/clothes1725.jpg,clothes
clothes/clothes3020.jpg,clothes
clothes/clothes1625.jpg,clothes
paper/paper725.jpg,paper
paper/paper727.jpg,paper
battery/battery493.jpg,battery
white-glass/white-glass213.jpg,white-glass
clothes/clothes2014.jpg,clothes
clothes/clothes4267.jpg,clothes
trash/trash414.jpg,trash
clothes/clothes2500.jpg,clothes
cardboard/cardboard366.jpg,cardboard
shoes/shoes1521.jpg,shoes
biological/biological776.jpg,biological
shoes/shoes126.jpg,shoes
trash/trash660.jpg,trash
metal/metal120.jpg,metal
clothes/clothes722.jpg,clothes
clothes/clothes4159.jpg,clothes
brown-glass/brown-glass585.jpg,brown-glass
clothes/clothes2262.jpg,clothes
clothes/clothes335.jpg,clothes
plastic/plastic847.jpg,plastic
clothes/clothes232.jpg,clothes
cardboard/cardboard481.jpg,cardboard
clothes/clothes4886.jpg,clothes
clothes/clothes542.jpg,clothes
clothes/clothes2349.jpg,clothes
shoes/shoes398.jpg,shoes
biological/biological287.jpg,biological
paper/paper838.jpg,paper
trash/trash222.jpg,trash
metal/metal170.jpg,metal
clothes/clothes4777.jpg,clothes
clothes/clothes1031.jpg,clothes
clothes/clothes4173.jpg,clothes
clothes/clothes4384.jpg,clothes
biological/biological949.jpg,biological
shoes/shoes947.jpg,shoes
clothes/clothes2027.jpg,clothes
shoes/shoes1046.jpg,shoes
battery/battery351.jpg,battery
brown-glass/brown-glass358.jpg,brown-glass
trash/trash531.jpg,trash
battery/battery788.jpg,battery
green-glass/green-glass274.jpg,green-glass
paper/paper660.jpg,paper
cardboard/cardboard22.jpg,cardboard
clothes/clothes4165.jpg,clothes
clothes/clothes3404.jpg,clothes
shoes/shoes970.jpg,shoes
plastic/plastic78.jpg,plastic
clothes/clothes3974.jpg,clothes
green-glass/green-glass360.jpg,green-glass
battery/battery505.jpg,battery
